Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
85187437306,21100240100,,20711050,,Carbon Accounting in the Digital Industry: The Need to Move towards Decision Making in Uncertainty,Samuel G.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2017,16,10.3390/su16052017,King's College London-London-United Kingdom
85187436311,21100788294,,22237747,,Shrub Growth Improves Morphological Features of Nebkhas: A Case Study of Nitraria tangutorum in the Tengger Desert,Cheng L.,Plants,2024-03-01,0,Journal,Article,624,13,10.3390/plants13050624,Qinghai University-Xining-ChinaxChinese Academy of Forestry-Beijing-China
85187435563,21100829272,,20799292,,Intrusion Detection System for Autonomous Vehicles Using Non-Tree Based Machine Learning Algorithms,Anthony C.,Electronics (Switzerland),2024-03-01,0,Journal,Article,809,13,10.3390/electronics13050809,University of Limerick-Limerick-Ireland
85187435365,86430,,20724292,,Validating Landsat Analysis Ready Data for Nearshore Sea Surface Temperature Monitoring in the Northeast Pacific,Wachmann A.,Remote Sensing,2024-03-01,0,Journal,Article,920,16,10.3390/rs16050920,University of Victoria-Victoria-Canada
85187434813,86430,,20724292,,A Novel Fusion-Based Methodology for Drought Forecasting,Zhang H.,Remote Sensing,2024-03-01,0,Journal,Article,828,16,10.3390/rs16050828,Humboldt-Universität zu Berlin-Berlin-Germany
85187433830,21100240100,,20711050,,"Estimating Water Use Efficiency for Major Crops in Chihuahua, Mexico: Crop Yield Function Models vs. Evapotranspiration",Villalobos-Cano O.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1851,16,10.3390/su16051851,Universidad Autónoma de Chihuahua-Chihuahua-Mexico
85187433449,62932,,19961073,,Comparative Life-Cycle Assessment of Electricity-Generation Technologies: West Texas Case Study,Das J.,Energies,2024-03-01,0,Journal,Article,992,17,10.3390/en17050992,Bureau of Economic Geology-Austin-United States
85187430578,62932,,19961073,,The Impact of Deep Decarbonization Policy on the Level of Greenhouse Gas Emissions in the European Union,Nagaj R.,Energies,2024-03-01,0,Journal,Article,1245,17,10.3390/en17051245,Uniwersytet Szczecinski-Szczecin-Poland
85187429025,62932,,19961073,,"An Estimation of the Available Spatial Intensity of Solar Energy in Urban Blocks in Wuhan, China",Zhang H.,Energies,2024-03-01,0,Journal,Article,1025,17,10.3390/en17051025,Hubei University of Technology-Wuhan-ChinaxLtd.-Wuhan-China
85187302853,21101198591,,29499291,,Decoding vegetation's role in landslide susceptibility mapping: An integrated review of techniques and future directions,Li Y.,Biogeotechnics,2024-03-01,0,Journal,Review,100056,2,10.1016/j.bgtech.2023.100056,Monash University-Clayton-Australia
85187300419,24657,00456535,18791298,,Combined effects of spinetoram and Microcystis aeruginosa on Daphnia pulex offspring: Maternal effects and multigenerational implications,Zhu X.,Chemosphere,2024-03-01,0,Journal,Article,141376,352,10.1016/j.chemosphere.2024.141376,Hohai University-Nanjing-ChinaxYangzhou University-Yangzhou-China
85187292552,14648,11645563,,,Biodiversity in mosaic communities: Predicting soil microbial diversity using plant functional traits in alpine meadow,Liu Z.,European Journal of Soil Biology,2024-03-01,0,Journal,Article,103599,120,10.1016/j.ejsobi.2024.103599,Yili Normal University-Yining-ChinaxNanjing University-Nanjing-China
85187282845,5200152632,,17489326,,A plausible emergence of new convection sites in the Arctic Ocean in a warming climate,Gou R.,Environmental Research Letters,2024-03-01,0,Journal,Note,031001,19,10.1088/1748-9326/ad2237,Ocean University of China-Qingdao-China
85187277182,21100324365,22147144,,,Effectiveness of biofilm scouring in improving the carbon and nitrogen removal performance of membrane-aerated biofilm reactors installing novel high oxygen-transfer polyethylene membranes,Miura H.,Journal of Water Process Engineering,2024-03-01,0,Journal,Article,104880,59,10.1016/j.jwpe.2024.104880,Tokyo University of Agriculture and Technology-Fuchu-Japan
85187256621,23918,09441344,16147499,,Life-cycle comparisons of economic and environmental consequences for pig production with four different models in China,Wu H.,Environmental Science and Pollution Research,2024-03-01,0,Journal,Article,,31,10.1007/s11356-024-32541-5,Anhui University of Science and Technology-Huainan-China
85187255146,15470,02724944,15229610,,Climate change scepticism and its impacts on individuals’ engagement with climate change mitigation and adaptation to heat in Hong Kong: A two-wave population-based study,Liao Q.,Journal of Environmental Psychology,2024-03-01,0,Journal,Article,102251,94,10.1016/j.jenvp.2024.102251,The University of Hong Kong Li Ka Shing Faculty of Medicine-Hong Kong-Hong Kong
85187243087,17600155041,17520894,17520908,,Rockfall from an increasingly unstable mountain slope driven by climate warming,Stoffel M.,Nature Geoscience,2024-03-01,0,Journal,Article,,17,10.1038/s41561-024-01390-9,Université de Genève-Geneva-Switzerland
85187238655,50089,00221694,,,Drought offsets the vegetation greenness-induced gross primary productivity from 1982 to 2018 in China,Zheng L.,Journal of Hydrology,2024-03-01,0,Journal,Article,130881,632,10.1016/j.jhydrol.2024.130881,Wuhan University-Wuhan-China
85187236610,22650,02503301,,,Research on the Evaluation Method and Application of Provincial Differentiated Carbon Peaking in China,Liu R.P.,Huanjing Kexue/Environmental Science,2024-03-01,0,Journal,Article,,45,10.13227/j.hjkx.202304121,Chinese Research Academy of Environmental Sciences-Beijing-China
85187235061,22650,02503301,,,Dynamic Changes of Dissolved Organic Matter Derived from Algal Decomposition and the Environmental Effects in Eutrophic Lakes,Zhang J.,Huanjing Kexue/Environmental Science,2024-03-01,0,Journal,Article,,45,10.13227/j.hjkx.202305135,Nanjing University-Nanjing-China
85187235046,20292,1470160X,,,State of Indian Northwestern Himalayan lakes under human and climate impacts: A review,Shah S.,Ecological Indicators,2024-03-01,0,Journal,Review,111858,160,10.1016/j.ecolind.2024.111858,Indian Institute of Technology Roorkee-Roorkee-India
85187234072,21101079225,,26667894,,"Decarbonization of academic laboratories: On the trade-offs between CO2 emissions, spending, and research output",Capet X.,Cleaner Environmental Systems,2024-03-01,0,Journal,Article,100168,12,10.1016/j.cesys.2024.100168,Sorbonne Université-Paris-France
85187233992,21100199818,2211467X,,,Examining the effect of global energy reserves to production ratio on carbon emission in the USA,Alola A.A.,Energy Strategy Reviews,2024-03-01,0,Journal,Article,101353,52,10.1016/j.esr.2024.101353,Adnan Kassar School of Business-Beirut-LebanonxHøgskolen i Innlandet-Elverum-NorwayxNişantaşı Üniversitesi-Istanbul-Turkey
85187233075,6200180161,17505836,,,Optimization method of water-quality observation positions in offshore CCS sites using the adjoint marginal sensitivity method,Kanao S.,International Journal of Greenhouse Gas Control,2024-03-01,0,Journal,Article,104108,133,10.1016/j.ijggc.2024.104108,The University of Tokyo-Tokyo-Japan
85187224711,20292,1470160X,,,Climate change drives contrasting shifts in fish species distribution in the Mekong Basin,Nuon V.,Ecological Indicators,2024-03-01,0,Journal,Article,111857,160,10.1016/j.ecolind.2024.111857,Université de Toulouse-Toulouse-FrancexKhan Meanchey-Phnom Penh-CambodiaxNational University of Battambang-Battambang-Cambodia
85187222866,22650,02503301,,,Quantitative Assessment of the Impact of Climate Change on the Growing Season of Vegetation Gross Primary Productivity in the Middle and Lower Reaches of the Yangtze River,Xu Y.,Huanjing Kexue/Environmental Science,2024-03-01,0,Journal,Article,,45,10.13227/j.hjkx.202304152,Central South University-Changsha-ChinaxGuilin University of Technology-Guilin-China
85187221637,39112,00167061,,,Quantification of microbially induced soil N<inf>2</inf>O emissions by an inhibitory cocktail in mountain forest ecosystems,Xiong W.,Geoderma,2024-03-01,0,Journal,Article,116835,443,10.1016/j.geoderma.2024.116835,Chengdu Institute of Biology Chinese Academy of Sciences-Chengdu-China
85187218040,24554,00496979,15732932,,Role of Microplastics in Global Warming and Climate Change: A Review,Parvez M.S.,"Water, Air, and Soil Pollution",2024-03-01,0,Journal,Article,201,235,10.1007/s11270-024-07003-w,Noakhali Science and Technology University-Noakhali-BangladeshxDebreceni Egyetem-Debrecen-Hungary
85187217770,20292,1470160X,,,"Improved thermal preferences and a stressor index derived from modeled stream temperatures and regional taxonomic standards for freshwater macroinvertebrates of the Pacific Northwest, USA",Hubler S.,Ecological Indicators,2024-03-01,0,Journal,Article,111869,160,10.1016/j.ecolind.2024.111869,Oregon Department of Environmental Quality-Hillsboro-United States
85187216888,22650,02503301,,,Tillage Depth Regulation and the Effect of Straw Return on Soil Respiration in Farmland,Chen X.,Huanjing Kexue/Environmental Science,2024-03-01,0,Journal,Article,,45,10.13227/j.hjkx.202304120,Baoji University of Arts and Sciences-Baoji-China
85187216200,6200180161,17505836,,,Recent advances on carbon dioxide sequestration potentiality in salt caverns: A review,Mwakipunda G.C.,International Journal of Greenhouse Gas Control,2024-03-01,0,Journal,Review,104109,133,10.1016/j.ijggc.2024.104109,China University of Geosciences-Wuhan-China
85187215601,37206,03615995,14350661,,Carbon persistence of soils with long-term biosolids amendments in California agroecosystems,Villa Y.B.,Soil Science Society of America Journal,2024-03-01,0,Journal,Article,,88,10.1002/saj2.20632,School of Engineering-Merced-United States
85187212935,22650,02503301,,,Coordinated Control of Carbon Emission Reduction and Air Quality Improvement in the Industrial Sector in Hunan Province,Li N.,Huanjing Kexue/Environmental Science,2024-03-01,0,Journal,Article,,45,10.13227/j.hjkx.202303057,Nanjing University of Information Science &amp; Technology-Nanjing-China
85187210105,22650,02503301,,,Effects of Continuous Annual Crop Rotation and Fallow on Soil Aggregate Stability and Organic Carbon,Lu Z.R.,Huanjing Kexue/Environmental Science,2024-03-01,0,Journal,Article,,45,10.13227/j.hjkx.202304166,Yunnan Agricultural University-Kunming-China
85187180546,21100852202,25724517,25724525,,"Seismic Stratigraphy of Contourite Drift Deposits Associated With the Loop Current on the Eastern Campeche Bank, Gulf of Mexico",Lowery C.M.,Paleoceanography and Paleoclimatology,2024-03-01,0,Journal,Article,e2023PA004701,39,10.1029/2023PA004701,Jackson School of Geosciences-Austin-United States
85187173090,19263,11009233,16541103,,Controls on use efficiency of plant nutrients along subtropical to alpine gradients on the Tibetan Plateau,Guo Y.,Journal of Vegetation Science,2024-03-01,0,Journal,Article,e13245,35,10.1111/jvs.13245,Chinese Academy of Sciences-Beijing-ChinaxPeking University-Beijing-China
85187172642,12177,01650009,15731480,,How do sensemaking and climate change education affect climate engagement at the grassroots level? A study of five communities in Southeastern Ghana,Adobor H.,Climatic Change,2024-03-01,0,Journal,Article,55,177,10.1007/s10584-024-03701-w,Quinnipiac University-Hamden-United States
85187168692,21101038511,21699275,21699291,,The Ocean's Meridional Oxygen Transport,Portela E.,Journal of Geophysical Research: Oceans,2024-03-01,0,Journal,Article,e2023JC020259,129,10.1029/2023JC020259,Université de Brest (UBO)-Brest-FrancexUniversity of East Anglia-Norwich-United Kingdom
85187166433,19400157205,,17524571,,"Rare, long-distance dispersal underpins genetic connectivity in the pink sea fan, Eunicella verrucosa",Macleod K.L.,Evolutionary Applications,2024-03-01,0,Journal,Article,e13649,17,10.1111/eva.13649,University of Exeter-Exeter-United Kingdom
85187164877,15131,13541013,13652486,,A positive feedback to climate change: The effect of temperature on the respiration of key wood-decomposing fungi does not decline with time,Journeaux K.L.,Global Change Biology,2024-03-01,0,Journal,Article,e17212,30,10.1111/gcb.17212,University of Exeter-Exeter-United Kingdom
85187163739,21100264002,,20457758,,Detection of evolutionary conserved and accelerated genomic regions related to adaptation to thermal niches in Anolis lizards,Sakamoto F.,Ecology and Evolution,2024-03-01,0,Journal,Article,e11117,14,10.1002/ece3.11117,Tohoku University-Sendai-Japan
85187161398,21100399483,,20562802,,"Ostracods from the Cretaceous–Palaeogene boundary at El Matuasto Section, Neuquén Basin, Argentina: taxonomy, palaeoecological and palaeobiogeographical inferences",Ceolin D.,Papers in Palaeontology,2024-03-01,0,Journal,Article,e1549,10,10.1002/spp2.1549,Universidade do Vale do Rio dos Sinos-Sao Leopoldo-Brazil
85187161056,21101055201,21905487,21905495,,"Response of runoff to climate change in the Manas River Basin flow-producing area, Northwest China",Gu X.,Applied Water Science,2024-03-01,0,Journal,Article,43,14,10.1007/s13201-023-02099-7,Tianjin University-Tianjin-ChinaxChina Institute of Water Resources and Hydropower Research-Beijing-China
85187158900,21100416121,,20550278,,Summer solstice orchestrates the subcontinental-scale synchrony of mast seeding,Journé V.,Nature Plants,2024-03-01,0,Journal,Letter,,10,10.1038/s41477-024-01651-w,Uniwersytet im. Adama Mickiewicza w Poznaniu-Poznan-Poland
85187156403,21100264002,,20457758,,Soil respiration and controls in warmer winter: A snow manipulation study in postfire and undisturbed black pine forests,Pacaldo R.S.,Ecology and Evolution,2024-03-01,0,Journal,Article,e11075,14,10.1002/ece3.11075,Kastamonu University-Kastamonu-TurkeyxMindanao State University-Marawi-Philippines
85187149658,19700186863,09726268,23953454,,An Investigation in Temperature Data Analysis of Middle Atmospheric Variation from SABER Satellite,Raghavendrakumar E.,Nature Environment and Pollution Technology,2024-03-01,0,Journal,Article,,23,10.46488/NEPT.2024.v23i01.039,Vel Tech Rangarajan Dr. Sagunthala Research and Development Institute of Science and Technology-Avadi-India
85187148306,19400158519,18666280,18666299,,Can extreme climatic and bioclimatic indices reproduce soy and maize yields in Latin America? Part 1: an observational and modeling perspective,Portalanza D.,Environmental Earth Sciences,2024-03-01,0,Journal,Article,175,83,10.1007/s12665-024-11461-0,Universidad Agraria del Ecuador-Guayaquil-EcuadorxUniversidade Federal de Santa Maria-Santa Maria-Brazil
85187145216,21100218107,,19422466,,UQAM-TCW: A Global Hybrid Tropical Cyclone Wind Model Based Upon Statistical and Coupled Climate Models,Carozza D.A.,Journal of Advances in Modeling Earth Systems,2024-03-01,0,Journal,Article,e2023MS003799,16,10.1029/2023MS003799,Université du Québec à Montréal-Montreal-Canada
85187142251,10600153309,,19326203,,Spatial distribution and movement of Atlantic tarpon (Megalops atlanticus) in the northern Gulf of Mexico,Stephens S.A.,PLoS ONE,2024-03-01,0,Journal,Article,e0298394,19,10.1371/journal.pone.0298394,Texas A and M University at Galveston-Galveston-United States
85187140537,19263,11009233,16541103,,"Seedling recruitment in response to stand composition, interannual climate variability, and soil disturbance in the boreal mixed woods of Canada",Maleki K.,Journal of Vegetation Science,2024-03-01,0,Journal,Article,e13237,35,10.1111/jvs.13237,Norsk institutt for bioøkonomi-As-NorwayxUniversité du Québec en Abitibi-Témiscamingue-Rouyn-Noranda-Canada
